parent_molecule_chembl_id,pref_name,smiles,structure_image_url,pchembl_value,standard_type,standard_relation,standard_value,standard_units,role,best_target,targets_hit,n_targets_hit,assay_chembl_id,assay_type,confidence_score,assay_organism,molecule_chembl_id,target_chembl_id,TAG,standard_inchi_key
CHEMBL1080512,,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080512.png,7.89,Ki,=,13,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1080512,CHEMBL255,A2BR,SDUHCRWJXFZMQH-UHFFFAOYSA-N
CHEMBL1080513,,O=c1[nH]c(=O)c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080513.png,9,Ki,=,1,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1080513,CHEMBL255,A2BR,VYTAHRSDFGGCON-UHFFFAOYSA-N
CHEMBL1080676,,O=C(Nc1ccc(-c2ccncc2)c(-c2cnco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080676.png,7.52,Ki,=,30,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1080676,CHEMBL255,A2BR,FKVPNOVTCOJFFH-UHFFFAOYSA-N
CHEMBL1080677,,O=C(Nc1ccc(-c2ccncc2)c(-c2cocn2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080677.png,6.87,Ki,=,134,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1080677,CHEMBL255,A2BR,HNWYHFGFPGBRAQ-UHFFFAOYSA-N
CHEMBL1080678,,O=C(Nc1ccc(-c2ccncc2)c(-c2cc[nH]n2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080678.png,6.7,Ki,=,202,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1080678,CHEMBL255,A2BR,OZILKDFUSAMEAC-UHFFFAOYSA-N
CHEMBL1080679,,O=C(Nc1ccc(-c2ccncc2)c(-n2cccn2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080679.png,7.14,Ki,=,72,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1080679,CHEMBL255,A2BR,VMGPVLWIPVWYKM-UHFFFAOYSA-N
CHEMBL1081038,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccc(F)cc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081038.png,8.4,Ki,=,4,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081038,CHEMBL255,A2BR,WNNJUBCDKKEQRA-UHFFFAOYSA-N
CHEMBL1081039,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081039.png,7.33,Ki,=,47,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081039,CHEMBL255,A2BR,OHTMLKHQLZWGCY-UHFFFAOYSA-N
CHEMBL1081040,,O=C(Nc1ccc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081040.png,7.48,Ki,=,33,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081040,CHEMBL255,A2BR,IXDJXWJKKWGXEB-UHFFFAOYSA-N
CHEMBL1081041,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081041.png,7.85,Ki,=,14,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081041,CHEMBL255,A2BR,YDGZTEVHLPBBGZ-UHFFFAOYSA-N
CHEMBL1081042,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccncn2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081042.png,6.68,Ki,=,208,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081042,CHEMBL255,A2BR,RKZCVMYYPOBFIR-UHFFFAOYSA-N
CHEMBL1081160,,CN(C)c1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081160.png,8.19,IC50,=,6.5,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL3887221,F,8,Homo sapiens,CHEMBL1081160,CHEMBL255,A2BR,VGLSCMPCDPYQTM-UHFFFAOYSA-N
CHEMBL1081334,,CNC(=O)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081334.png,6.3,IC50,=,495,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1081334,CHEMBL255,A2BR,QBVQGHRDPUQNOB-UHFFFAOYSA-N
CHEMBL1081335,,CCNC(=O)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081335.png,6.92,IC50,=,120,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1081335,CHEMBL255,A2BR,WSHPWYGGKQYRRF-UHFFFAOYSA-N
CHEMBL1081458,,CC(=O)Nc1ncc(-c2ccncn2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081458.png,6.42,Ki,=,380,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081458,CHEMBL255,A2BR,QYXNWOQUDNWQDA-UHFFFAOYSA-N
CHEMBL1081459,,CC(=O)Nc1ccc(-c2ccncn2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081459.png,7.33,Ki,=,47,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081459,CHEMBL255,A2BR,NOMNHIYMMVVBNF-UHFFFAOYSA-N
CHEMBL108178,,O=C(Nc1ccccc1)Nc1nc2ccccc2c2cn(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL108178.png,6.97,Ki,=,108,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL108178,CHEMBL256,A3R,QCQJNNNQFHHHJO-UHFFFAOYSA-N
CHEMBL1081811,,CC(=O)Nc1ccc(-c2ccncc2)c(-c2ccco2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081811.png,8.15,Ki,=,7,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081811,CHEMBL255,A2BR,STFZQXRQDWXSGW-UHFFFAOYSA-N
CHEMBL1081812,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081812.png,9,Ki,=,1,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1081812,CHEMBL255,A2BR,YMPAJVHRFFHIEA-UHFFFAOYSA-N
CHEMBL1081841,,Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081841.png,7.96,Ki,=,11,nM,antagonist,A2BR,A2BR,1,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1081841,CHEMBL255,A2BR,OWBPIGOKYQPEBA-UHFFFAOYSA-N
CHEMBL1081873,,O=C(c1cccnc1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081873.png,6.96,IC50,=,109,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1081873,CHEMBL255,A2BR,KNUHVKZXMUUEQP-UHFFFAOYSA-N
CHEMBL1081971,,O=C(Nc1ccc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1081971.png,8.4,Ki,=,4,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1081971,CHEMBL255,A2BR,QLBNYHQORUEQJE-UHFFFAOYSA-N
CHEMBL1082001,,Nc1n[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082001.png,8.1,Ki,=,8,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1082001,CHEMBL255,A2BR,CUIYZPCLAYEKMZ-UHFFFAOYSA-N
CHEMBL1082002,,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082002.png,7.64,Ki,=,23,nM,antagonist,A2BR,A1R;A2BR,2,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1082002,CHEMBL255,A2BR,FUZVDFCUPYVIEA-UHFFFAOYSA-N
CHEMBL1082003,,O=C(Nc1ccc(-c2ccncc2)c(Cl)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082003.png,6.42,Ki,=,380,nM,antagonist,A2BR,A2BR,1,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082003,CHEMBL255,A2BR,UWIFNOKIIITOJR-UHFFFAOYSA-N
CHEMBL1082005,,Cc1ccc(-c2nc(NC(=O)C3CC3)ccc2-c2ccncc2)o1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082005.png,8.3,Ki,=,5,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082005,CHEMBL255,A2BR,RVEDTGRGNVIZKZ-UHFFFAOYSA-N
CHEMBL1082006,,O=C(Nc1ccc(-c2ccncc2)c(-c2nccs2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082006.png,7.38,Ki,=,42,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082006,CHEMBL255,A2BR,FJWNSNLNBIUZDY-UHFFFAOYSA-N
CHEMBL1082028,,O=C(Nc1ccc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082028.png,8.7,Ki,=,2,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082028,CHEMBL255,A2BR,QUVRBMYDRIIHLI-UHFFFAOYSA-N
CHEMBL1082063,,O=C(NC1CCCCC1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082063.png,6.24,IC50,=,571,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1082063,CHEMBL255,A2BR,JTMNJBCPWGVLEV-UHFFFAOYSA-N
CHEMBL1082064,,CC(Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccnc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082064.png,7.89,IC50,=,13,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1082064,CHEMBL255,A2BR,YSTPWPWIXDYZLT-UHFFFAOYSA-N
CHEMBL1082171,,O=C(Nc1ccc(-c2ccncc2)c(-c2cncs2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082171.png,7.11,Ki,=,78,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082171,CHEMBL255,A2BR,RBIFOILYUCIGQJ-UHFFFAOYSA-N
CHEMBL1082208,,CC(=O)Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1082208.png,7.52,Ki,=,30,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1082208,CHEMBL255,A2BR,NTDOSIOCCLEQMK-UHFFFAOYSA-N
CHEMBL108501,,CCSC(=O)c1c(CC)nc(-c2ccccc2)c(C(=O)OCCO)c1CC,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL108501.png,6.73,Ki,=,188,nM,antagonist,A3R,A3R,1,CHEMBL867484,B,9,Homo sapiens,CHEMBL108501,CHEMBL256,A3R,IYJJYEFTXABCDP-UHFFFAOYSA-N
CHEMBL108552,,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL108552.png,9.51,Kd,=,0.31,nM,antagonist,A1R,A1R,1,CHEMBL646660,B,8,Cricetulus griseus,CHEMBL108552,CHEMBL226,A1R,AHPJUSSESRHGJN-UHFFFAOYSA-N
CHEMBL1086697,,CN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccc(F)cc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086697.png,7.96,Ki,=,11.1,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1086697,CHEMBL251,A2AR,MWRVYQSMUIMRJB-UHFFFAOYSA-N
CHEMBL1086804,,CN1CCC(N(C)C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086804.png,7.73,Ki,=,18.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1086804,CHEMBL251,A2AR,HLCGQIDKBLKLOC-UHFFFAOYSA-N
CHEMBL1086846,,Nc1nc(-c2cccs2)c2c(n1)-c1ccccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086846.png,9.22,Ki,=,0.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1086846,CHEMBL251,A2AR,DGMVPMHRQUKVSX-UHFFFAOYSA-N
CHEMBL1086847,,Nc1nc(-c2nccs2)c2c(n1)-c1ccccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086847.png,9.3,Ki,=,0.5,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1086847,CHEMBL251,A2AR,CDCCTZJZHTUCLT-UHFFFAOYSA-N
CHEMBL1086977,,Nc1nc(-c2ccncc2)c2c(n1)-c1ccccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086977.png,8.34,Ki,=,4.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1086977,CHEMBL251,A2AR,QRBNCOAMNHUQFV-UHFFFAOYSA-N
CHEMBL1086978,,COc1cccc(-c2nc(N)nc3c2C(=O)c2ccccc2-3)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1086978.png,8.8,Ki,=,1.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1086978,CHEMBL251,A2AR,OSLAUUGEAJFDHJ-UHFFFAOYSA-N
CHEMBL108705,,CCCOC(=O)c1c(-c2cccc(Cl)c2)nc(CC)c(C(=O)SCCC)c1CC,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL108705.png,8.1,Ki,=,7.9,nM,antagonist,A3R,A3R,1,CHEMBL2187068,B,9,Homo sapiens,CHEMBL108705,CHEMBL256,A3R,RPTCJTNYKDJGHU-UHFFFAOYSA-N
CHEMBL1087080,,CC(C)N(CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccc(F)cc3)c1C2=O)C(C)C,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087080.png,7.12,Ki,=,76.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087080,CHEMBL251,A2AR,XPWXTSNMGCRLTD-UHFFFAOYSA-N
CHEMBL1087081,,Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1cc(OCCN3CCCC3)ccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087081.png,6.93,Ki,=,117,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087081,CHEMBL251,A2AR,DOUZYYPAGNYRDV-UHFFFAOYSA-N
CHEMBL1087084,,CCN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087084.png,7.83,Ki,=,14.9,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087084,CHEMBL251,A2AR,PUDOIQALSBSGES-UHFFFAOYSA-N
CHEMBL1087085,,CCN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccc(F)cc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087085.png,7.49,Ki,=,32.1,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087085,CHEMBL251,A2AR,LOSSCOJTSWWTQO-UHFFFAOYSA-N
CHEMBL1087086,,CC(C)N1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087086.png,7.68,Ki,=,20.7,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087086,CHEMBL251,A2AR,QXJULKWSMKOTMF-UHFFFAOYSA-N
CHEMBL1087183,,CC(C)N1CCC(NC(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087183.png,7.78,Ki,=,16.8,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087183,CHEMBL251,A2AR,ZUNBFPQTZYAJAK-UHFFFAOYSA-N
CHEMBL1087184,,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(=O)N3CCNCC3)ccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087184.png,7.91,Ki,=,12.3,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1116483,F,8,,CHEMBL1087184,CHEMBL226,A1R,HIPQFJMNAUZMJG-UHFFFAOYSA-N
CHEMBL1087185,,CN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087185.png,8.09,Ki,=,8.2,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087185,CHEMBL251,A2AR,WEDKBAZTBXZYBK-UHFFFAOYSA-N
CHEMBL1087189,,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CN3CCCC3)ccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087189.png,8.39,Ki,=,4.1,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL2167687,F,9,Homo sapiens,CHEMBL1087189,CHEMBL251,A2AR,NZMLWAPHUUXPMQ-UHFFFAOYSA-N
CHEMBL10873,,C=CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL10873.png,7.43,Ki,=,37,nM,antagonist,A2BR,A2BR,1,CHEMBL636450,B,8,,CHEMBL10873,CHEMBL255,A2BR,MJCQAXMJLOGLCR-UHFFFAOYSA-N
CHEMBL1087462,,Nc1nc(-c2ccccc2)c2c(n1)-c1c(CN3CCOCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087462.png,8.48,Ki,=,3.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087462,CHEMBL251,A2AR,DBNLJUHBHNYWKM-UHFFFAOYSA-N
CHEMBL1087463,,Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1c(CN3CCOCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087463.png,8.42,Ki,=,3.8,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087463,CHEMBL251,A2AR,OZBIBCLIRXCJSR-UHFFFAOYSA-N
CHEMBL1087699,,CN(C)CCN(C)Cc1cccc2c1-c1nc(N)nc(-c3ccccc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087699.png,7.4,Ki,=,40.1,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087699,CHEMBL251,A2AR,YEZQKCLFPQPKCT-UHFFFAOYSA-N
CHEMBL1087700,,CCN(CC)Cc1cccc2c1-c1nc(N)nc(-c3ccccc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087700.png,7.74,Ki,=,18.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087700,CHEMBL251,A2AR,XBTQUCJTNMIJCS-UHFFFAOYSA-N
CHEMBL1087701,,Nc1nc(-c2ccccc2)c2c(n1)-c1c(CN3CCCCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087701.png,7.84,Ki,=,14.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087701,CHEMBL251,A2AR,QPEPHZDDNBFIFT-UHFFFAOYSA-N
CHEMBL1087702,,CN1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087702.png,7.95,Ki,=,11.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087702,CHEMBL251,A2AR,SQRIRSLOGNSMSD-UHFFFAOYSA-N
CHEMBL1087708,,N#Cc1cccc(-c2nc(N)nc3c2C(=O)c2cccc(CN4CCOCC4)c2-3)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087708.png,8.27,Ki,=,5.4,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087708,CHEMBL251,A2AR,LRLQMZVJBDOPDM-UHFFFAOYSA-N
CHEMBL1087709,,Nc1nc(-c2ccccc2)c2c(n1)-c1c(CN3CCCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087709.png,8.6,Ki,=,2.5,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087709,CHEMBL251,A2AR,VNKVESZANYVNNB-UHFFFAOYSA-N
CHEMBL1087710,,Nc1nc(-c2ccc(F)cc2)c2c(n1)-c1c(CN3CCCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087710.png,8.44,Ki,=,3.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087710,CHEMBL251,A2AR,IAGDICXFKFJSFF-UHFFFAOYSA-N
CHEMBL1087711,,CC1CCC(C)N1Cc1cccc2c1-c1nc(N)nc(-c3ccccc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087711.png,7.95,Ki,=,11.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087711,CHEMBL251,A2AR,UMJOOJXWGPXRLE-UHFFFAOYSA-N
CHEMBL1087714,,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNCc3ccco3)ccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087714.png,8.28,Ki,=,5.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087714,CHEMBL251,A2AR,PHKMNQZRCLRHSW-UHFFFAOYSA-N
CHEMBL1087726,,CN1CCN(NCc2ccc3c(c2)-c2nc(N)nc(-c4ccc(F)cc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087726.png,7.53,Ki,=,29.8,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087726,CHEMBL251,A2AR,JMJDTXSWQPHOGL-UHFFFAOYSA-N
CHEMBL1087727,,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCCCCC3)ccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087727.png,7.89,Ki,=,12.9,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087727,CHEMBL251,A2AR,ICFKXDAXQGMZLR-UHFFFAOYSA-N
CHEMBL1087819,,CC(=O)N1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087819.png,8.1,Ki,=,7.9,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087819,CHEMBL251,A2AR,RTWSXNULYHCUKB-UHFFFAOYSA-N
CHEMBL1087820,,Nc1nc(-c2ccccc2)c2c(n1)-c1c(CN3CCCCCC3)cccc1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087820.png,8.07,Ki,=,8.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087820,CHEMBL251,A2AR,PXTIQIKLYOQPFC-UHFFFAOYSA-N
CHEMBL1087869,,COc1ccccc1-c1nc(N)nc2c1C(=O)c1ccccc1-2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087869.png,7.49,Ki,=,32.5,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1113721,F,8,,CHEMBL1087869,CHEMBL251,A2AR,JROZPIIZGDQZCP-UHFFFAOYSA-N
CHEMBL1087998,,CN(C)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccc(F)cc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087998.png,7.43,Ki,=,37.3,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087998,CHEMBL251,A2AR,GYGCSLNRCIBNMJ-UHFFFAOYSA-N
CHEMBL1087999,,CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1087999.png,8.1,Ki,=,7.9,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1087999,CHEMBL251,A2AR,HOQTXEAKDQLKNF-UHFFFAOYSA-N
CHEMBL1088132,,CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccc(F)cc3)c1C2=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1088132.png,7.3,Ki,=,50.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL1116482,F,8,,CHEMBL1088132,CHEMBL251,A2AR,OADIQRCNKQAJAJ-UHFFFAOYSA-N
